Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE
DIP,TAFE SA,Tonsley,Diploma of Building and Construction (Building),Building and Construction,"$28,087 -
                          $37,673",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00297.aspx?S=AWD&Y=2021,English,A,"This qualification is designed to meet the needs of builders, including selecting contractors, overseeing work quality, and liaising with clients. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the state or territory.",Commercial construction manager.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
BA,TAFE SA,Tonsley,Diploma of Building and Construction (Building)/Bachelor of Innovation and Entrepreneurship – Uni of Adelaide Pathway,Building and Construction,"$28,630",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10022.aspx?S=AWD&Y=2021,English,A,"This qualification is designed to meet the needs of builders, including selecting contractors, overseeing work quality, and liaising with clients. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the state or territory.",Commercial construction manager.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Tonsley,Diploma of Building Design,Building and Construction,"$21,821 -
                          $31,705",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00299.aspx?S=AWD&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
BA,TAFE SA,Tonsley,Diploma of Building Design / Bachelor of Architectural Design - Uni of Adelaide Pathway,Building and Construction,"$21,528 -
                          $31,280",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10238.aspx?S=AWD&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
,TAFE SA,,Introduction to AutoCAD,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T041630624.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,REVIT Architecture Fundamentals,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T197411512.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,,Certificate IV in Building and Construction (Estimating),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FYS.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of estimators and schedulers in the building and construction field. An estimator is the person who measures and costs the amount of material, labor, plant and equipment needed to complete a job. The estimator will also negotiate with sub-contractors on costs as well as produce material schedules for ordering a delivery.","Building estimator, Building scheduler.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,,Certificate IV in Building and Construction (Site Management),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FYT.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of site managers and supervisors in the building and construction industry. A site manager/supervisor is the person who manages and supervisors all construction work carried out on a building site by tradespeople, subcontractors and suppliers.","Building Site Manager, Building Site Supervisor.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,,Certificate IV in Building and Construction (Building),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FZD.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of builders and managers of small to medium-sized building businesses. A builder is the person who coordinates the construction of a building and takes responsibility for the overall completion of the job, including selecting contractors, overseeing the work and its quality, and liaising with the client.","Builder, Construction Manager.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,,Certificate IV in Building Design Drafting,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00855.aspx?S=INT&Y=2021,English,A,"This course provides building design drafters with the competencies required to support building designers and architects. The building design drafter may work on a wide range of building design projects, including high rise commercial projects, but always under the supervision and instruction of an appropriately licensed or accredited architect or building designer. The drafter also provides administrative support to the design team, including data collection and storage, and file management.","Draftsperson to a design or architectural business, Assistant to building designer, Assistant to an architect.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
DIP,TAFE SA,,Diploma of Building and Construction (Building),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00297.aspx?S=INT&Y=2021,English,A,"This qualification is designed to meet the needs of builders, including selecting contractors, overseeing work quality, and liaising with clients. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the state or territory.",Commercial construction manager.,Australia,Yes,Yes,,Yes,Yes,,Normal,No
DIP,TAFE SA,,Diploma of Building Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00299.aspx?S=INT&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,TAFE SA,Murray Bridge,Certificate II in Construction Pathways,Building and Construction,"$3,650 -
                          $11,242",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00230.aspx?S=AWD&Y=2021,English,A,"This course gives you a taste of different trades in the building industry. 
You will develop a broad range of skills across joinery, shopfitting, carpentry and bricklaying, and learn foundational skills that will help you gain your trade apprenticeship.
Through theoretical and practical course work, you will learn to read and interpret specifications and plans, carry out measurements and calculations, correctly use hand and power tools, identify materials you will work with in construction and how to follow instruction from trade supervisors.",This qualification provides a pathway to the primary trades in the construction industry with the exception of plumbing. Trade outcomes are predominantly achieved through an Australian Apprenticeship.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
CERTII,TAFE SA,Elizabeth,Certificate II Program in Construction Pathways (Mortar),Building and Construction,"$3,600 -
                          $11,088",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00266.aspx?S=AWD&Y=2021,English,A,"This qualification provides a pathway to the bricklaying, tiling and plastering trades in the construction industry. Develop and understanding of building skills and principles and be exposed to common scenarios you'll experience on the job. You will learn the best health and safety practices, how to correctly use tools, and learn about the materials you will be working with. Trade outcomes are predominantly achieved through an Australian Apprenticeship.","This qualification provides a pathway to the bricklaying, tiling and plastering trades in the construction industry. Trade outcomes are predominantly achieved through an Australian Apprenticeship.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
,TAFE SA,,Asbestos Identification and Awareness,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T300923969.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Handling of Asbestos in Quantities Below Licensing Requirements,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T300940665.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
